review_id,product_id,review_date,customer_id,vine,star_rating,helpful_votes,total_votes,verified_purchase
R1LVP4CGPLDE6A,B00B1RPQ14,1440979200000,22234474,N,5,5,5,Y
R2HWXP5EKSVBZK,B00IMPUTGU,1440979200000,21959897,N,5,0,0,N
R3W0T8ZN6JMWN6,B00KP5TS4Y,1440979200000,13160570,N,3,0,0,Y
R2DKEZM63B1G7C,B001ET76OO,1440979200000,31891249,N,5,1,1,Y
R2G649G6IZ0A4J,B00BOJD17U,1440979200000,3258072,N,5,0,1,Y
RW2BZ0OPJAN6M,B00F0BK2BQ,1440979200000,53047575,N,1,1,1,Y
R3U08XQKP5G9G9,B00IUHQ90U,1440979200000,34681565,N,5,0,0,Y
R13VOB3BYSVIB1,B0126XBPS4,1440979200000,45291781,N,5,0,0,N
R2W36G2XGH0JNV,B000VEPHYY,1440979200000,41082473,N,5,0,0,Y
REXXIN5NLGH05,B004Z209HS,1440979200000,26261812,N,5,0,0,Y
R17T5X5F4TBO73,B001FWXMGG,1440979200000,50380861,N,5,0,0,Y
R25BITGHETA2GI,B003OXO61O,1440979200000,51517171,N,5,0,0,Y
R2POXRW6PXHXZG,B00OCJZ0GE,1440979200000,46053231,N,5,25,30,Y
R1FNUA2217TAAV,B00GHODSES,1440979200000,42631152,N,5,0,0,Y
R3JX1MAOABL6F1,B00NQ7EXIO,1440979200000,22933973,N,5,2,2,Y
R19SKNB5CI5JCC,B005MYYRUI,1440979200000,36803788,N,5,0,1,Y
R213QB2E6VYEI3,B003CTTZQQ,1440979200000,47485576,N,3,0,0,Y
RZNV6X8QSGBO1,B00AMYWH82,1440979200000,21423557,N,3,0,0,Y
R1JO3ML8HXLA82,B003JN6B44,1440979200000,1432550,N,3,0,2,Y
R3MZ5OESAIZN62,B001CSVWEM,1440979200000,36475669,N,2,2,3,Y
R3MZIYP01O21NO,B00M4OB3ME,1440979200000,126519,N,2,0,0,Y
RL34Q1005HBI1,B00TKJFHQO,1440979200000,13296677,N,4,0,0,Y
R845MT2B0GHU4,B000PY6F6E,1440979200000,37000337,N,5,0,0,Y
R5TB74ZZY6HR,B00PATJU8Y,1440979200000,20789642,Y,4,0,0,N
RLZI7QPQFJEOI,B005FM3QUE,1440979200000,21423557,N,3,1,1,Y
R2YI67B920S4WI,B00JJ25Q5E,1440979200000,198425,N,5,0,0,Y
RVH8BV8TGGHK5,B003ZS1O68,1440979200000,24747434,N,1,0,0,Y
R2BJC3QMN0TF4U,B0094G3M6A,1440979200000,45980078,N,5,0,0,Y
R2E9RKUW5P9X14,B00GD0XW8S,1440979200000,2100798,N,1,0,0,Y
R2U1Q6RRJSSTZ6,B002BUTCDI,1440979200000,9817808,N,5,1,1,Y
R16F6TNR7FKPGF,B000GDC4JQ,1440979200000,127128,N,5,0,0,Y
R3T6LXRY0CT62I,B00D879BFW,1440979200000,13443982,N,1,1,1,Y
R1O6A83YA1A775,B000W9LXEG,1440979200000,11673124,N,5,0,0,Y
R5ABKJM66B4DI,B00FYJOQG6,1440979200000,32983165,N,4,0,0,Y
R3IE8MA2TWZSE0,B00BZXCRFM,1440979200000,48852659,N,5,1,1,Y
R2Y2YK2G7TIOO5,B00C9GCMF4,1440979200000,20902863,N,5,0,0,Y
R18NRKN6WWMRYJ,B00N4UXI6G,1440979200000,18088590,N,5,0,0,Y
R1EBPELZ7O9EHV,B00LMIVLXY,1440979200000,22732054,N,1,1,3,Y
R2ZJMC5Y9J8AF8,B00VF4LZFO,1440979200000,28886282,N,5,0,0,Y
R279IGL15L8LJR,B00ZJG05DM,1440979200000,28001210,N,5,1,3,Y
R1TSQH3X9PXP7G,B000GF1E54,1440979200000,23621060,N,4,0,1,Y
RR9TF1C0E1EII,B00LMIVLXY,1440979200000,49003504,N,4,0,0,Y
R1PIKLSB7C4C1E,B00HKQERXI,1440979200000,6359879,N,4,1,1,Y
R15BVDITTWXB1P,B003LSIV22,1440979200000,45849579,N,4,0,0,Y
R1QKUCHTPNEQK1,B00ZB7Q092,1440979200000,43461626,N,5,1,1,N
R18K4FYLMEEAL,B0086I7AIS,1440979200000,15914126,N,3,0,0,Y
RG7EYA7SYNCZG,B00PBI1WUS,1440979200000,40751577,N,5,0,0,Y
R2JH8IUO2GNI5D,B004AQ1EP0,1440979200000,44260919,N,5,0,0,Y
R1JVTUB91HQVK3,B00AIDDKXI,1440979200000,16381028,N,5,0,0,Y
RGV1J81WG20AQ,B004IS73OG,1440979200000,51986975,N,5,2,2,Y
RSF49BJ79SP0C,B002NYERPU,1440979200000,10465201,N,5,0,0,Y
R2O10U073D1BD8,B010VJOLRW,1440979200000,24886075,N,5,0,0,Y
RL1ALCXKH152,B012Q4M3DO,1440979200000,1437630,N,5,0,0,N
R835EI7YKAORN,B008ND0RZY,1440979200000,11543147,N,5,0,0,Y
R867QFCOCN0JC,B00QW14BXI,1440979200000,50844713,N,5,5,6,N
R194WBVFEYNS2L,B00OE34FY6,1440979200000,42872794,N,5,0,0,Y
R3JOKMYLLQDA1Y,B00N30SE3E,1440979200000,51821038,N,5,0,0,Y
R1B9AIJLXOTZTK,B00WH16SFQ,1440979200000,40322261,N,4,0,0,N
R1LP7UO267D9DY,B00EJD8YLQ,1440979200000,318626,N,5,2,2,Y
RGVJMH3J4KG9U,B000O3UC60,1440979200000,10579374,N,5,0,0,Y
R2CT2COW6AUYVW,B00GCR9A1A,1440979200000,13158551,N,5,0,0,Y
R26XOGULNFIVBH,B00AN44OKA,1440979200000,23679684,N,5,0,0,Y
R2E5BO3WU0CAI3,B0019U050U,1440979200000,37974023,N,2,0,0,Y
R3LFBNQ3BJY6DQ,B001M9KX78,1440979200000,46491402,N,4,0,0,Y
R3PO9TFSI4CJ00,B004HKWSTU,1440979200000,47443103,N,5,5,7,Y
R340Y4NSRH3LFX,B001GESCQ8,1440979200000,28704661,N,5,1,2,Y
RGQUK74WHTV6H,B00H4GLDSQ,1440979200000,41790859,N,4,2,2,Y
R23HPUE4MTN5J9,B010MPJKHQ,1440979200000,47842398,N,5,0,0,Y
R1RKYMS880YWLU,B005V2UIZ4,1440979200000,13059449,N,5,0,2,Y
R1XL7HEAQWQIOS,B000SC1IU6,1440979200000,8378312,N,5,0,0,Y
R2CSYBWZ8LY9GJ,B001DJ9X64,1440979200000,37923781,N,5,0,0,Y
RS95A1DJ9Q2GA,B005PUZZR8,1440979200000,27188594,N,2,1,1,Y
R10DDP0ED8AGX,B000BUUVTO,1440979200000,16802733,N,5,0,0,Y
R39GXJ9O1P9HOE,B00DLM2MNW,1440979200000,23848008,N,1,0,0,Y
RPUALI4RW8M5A,B00LX5EYZ8,1440979200000,8239409,N,1,1,4,Y
REVY96J5AKFTO,B00IDZDDTO,1440979200000,38472291,N,3,0,0,Y
RPL1YDOZ6RWBL,B00HUDTA38,1440979200000,14170406,N,5,0,0,Y
RIPW8L9JOB75Z,B00HUR3BDY,1440979200000,16464615,N,1,1,1,Y
R24AJ0PBK13R53,B00PPG1B2A,1440979200000,14704256,N,5,0,0,Y
REIPXY243QFYM,B008B4FKLG,1440979200000,9394376,N,5,1,1,Y
R23ZJ6NA5HFWKJ,B00ZKLLZAI,1440979200000,12378150,N,3,0,0,N
R1HO7L6NPLXB3K,B00AYZ5QT6,1440979200000,28968000,N,5,0,0,Y
RM6BGHG1XDIWJ,B00KRFSW1W,1440979200000,30831058,N,4,0,0,Y
R2DGJ3QKRPIB0F,B00D9NV2D4,1440979200000,10904036,N,5,0,0,Y
R2SC4HJCDN5VDH,B007GM30PC,1440979200000,51475684,N,4,0,0,Y
R2LEH6B93DZZ6J,B007BXMKGQ,1440979200000,15027774,N,5,0,1,Y
R4FSLJA43JZ5M,B00B7N7CTQ,1440979200000,12606310,N,5,0,0,Y
RM5WGKXM7R4UG,B00BN1MP5S,1440979200000,4129554,N,4,0,0,Y
R1P1AI53E3T78Q,B000X1L1L8,1440979200000,35701412,N,5,0,0,Y
R2A760W7LSAKM9,B005ME8WK4,1440979200000,6919880,N,4,0,0,Y
R31RW3Y5VQGZ4Z,B00ABRJQNO,1440979200000,37466463,N,5,0,0,Y
R1YU0PMI7EYGGX,B004DGK3Z4,1440979200000,51220102,N,5,5,6,Y
RFHPUEND69ZKA,B0009DT39C,1440979200000,16069110,N,5,0,0,Y
R242DOT1D3VLPC,B004TSFBNK,1440979200000,1012469,N,4,0,0,Y
R3BV0HSEOIDZJ2,B00WUGAGLK,1440979200000,2786532,N,2,0,1,Y
R59MMLFJ734EH,B00OPCMIU4,1440979200000,31452126,N,5,0,0,Y
R21AV47GMSPT4,B00HDZGF4K,1440979200000,38237397,N,5,0,0,N
R3E5DFEVBK3JM4,B001ACCZ5K,1440979200000,35024887,N,1,2,3,N
R3B7YVF8L23NJI,B00PEUVPZU,1440979200000,13547264,N,3,0,0,Y
R2DPJH9MF7TJXO,B00JNGY9KO,1440979200000,43205411,N,5,1,1,Y
RIF10JOJMY1YF,B00U88TRIK,1440979200000,2783877,N,5,0,0,Y
R2TY1WJPBHF21,B003CTTZQQ,1440979200000,1510199,N,5,0,0,Y
RW87XDFMDD3OE,B005MQ3Y3M,1440979200000,22035196,N,5,0,0,Y
R3UOH44VKSD4JG,B0000YUXI0,1440979200000,36315104,N,5,0,0,Y
R33J25CYQXAQO8,B0009KN8UA,1440979200000,42270190,N,5,0,0,Y
RXKYQ3QYCB09,B00IFWOOFW,1440979200000,11638382,N,5,0,0,Y
R1Y85AXSSVC7Z0,B00QJEM7ZM,1440979200000,18195444,N,5,0,0,Y
R2G5TZJ23LENP,B00ZPIN2J8,1440979200000,2186187,N,1,0,0,Y
R31GNU26JUPUDL,B000SVLSIE,1440979200000,39387962,N,5,0,0,Y
R1KWQL275VEBJ4,B00BFCH5MS,1440979200000,12992330,N,5,0,0,Y
R1SLZ6L06B36DA,B00KFNDWSY,1440979200000,16224247,N,5,0,0,Y
R1HRMNIE35JKXP,B00GJ1UK3G,1440979200000,36786926,N,3,0,0,Y
RPTFNE4QDBMAZ,B00GJTX8UK,1440979200000,44375679,N,5,0,0,N
R2I8N1ETAC4832,B0125QNWP6,1440979200000,19948773,N,5,2,3,Y
R1WZCCLFVO0P47,B002771T86,1440979200000,26944825,N,5,0,0,Y
R2YL0FATIOA1OV,B00BKZQJHW,1440979200000,12672291,N,3,0,1,Y
R1XO3QQWK6OCJY,B00UGBJTEQ,1440979200000,18437325,N,5,0,0,Y
R1NALGILK9MRE5,B00SS7ZVN8,1440979200000,45407233,Y,5,0,0,N
R2SV2L6TOD08GB,B0099D5KHM,1440979200000,37823524,N,5,1,1,Y
R2LQ0WR785QE5E,B00DDHHTNI,1440979200000,621733,N,5,0,0,Y
RUU5ID35D3ZM2,B00LSN337U,1440979200000,19987044,N,5,0,0,Y
R1PPQ1MD7NDM9E,B00HYH6858,1440979200000,12302306,N,3,0,1,Y
RZN43XRZ89IIJ,B00VOK0V7M,1440979200000,31499430,N,3,10,27,N
R15W5IGVKC7LJX,B00K3JQO9Y,1440979200000,14521352,N,4,0,1,Y
R1ULDS12IJUNKF,B00J1XB0BU,1440979200000,41940537,N,5,0,0,Y
RWXE1XCNJLZG,B000GD5LY6,1440979200000,4441200,N,3,0,2,Y
R1N7UUBVRZN9DZ,B003UAZB7E,1440979200000,2909389,N,3,0,0,Y
R240Q3RU66OP8D,B007SNGSFS,1440979200000,128926,N,5,0,0,Y
R2X9KP2Z103NEX,B000UTNW3I,1440979200000,52412469,N,2,0,0,Y
R37GN59QSEQVLD,B004Z209HS,1440979200000,16154457,N,5,0,0,Y
R3725J85OPWW9H,B0142AWPDS,1440979200000,2623656,N,5,1,1,N
R1XV965MVKWG97,B0037QGEN6,1440979200000,21348344,N,1,0,0,Y
ROTEP415SJ4DT,B00Q70R43I,1440979200000,42727180,Y,5,0,0,N
R333VEGY9XPK5Y,B000C1UAX4,1440979200000,44311418,N,5,0,0,Y
R1UX13MY8GO09O,B0018A32XS,1440979200000,22952594,N,5,0,1,Y
R3GHZ7S63H2IZI,B00L4KYA9C,1440979200000,45868389,N,5,0,0,Y
R1VYOOIJYIPY9C,B00SFQQJVA,1440979200000,13125923,N,5,0,0,Y
R1HO2O84N669CG,B0119CL3GC,1440979200000,2165578,N,5,0,0,Y
R2TXPIO0P366P7,B007FQ9WNS,1440979200000,37016157,N,5,0,1,Y
RF8KK82QA37W0,B005J3A3S2,1440979200000,7882775,N,5,3,3,Y
R13AD5QN1LCSWD,B004VFXVJW,1440979200000,2697186,N,2,0,0,Y
R3UWUW8AVVOPTL,B00ZKLLZAI,1440979200000,46460930,N,3,0,0,N
R9RPR0NGNSMHA,B000N38PEC,1440979200000,48493962,N,5,0,0,Y
R2A8F54WUG7ER,B0009R362I,1440979200000,5309932,N,5,1,1,N
R1TXC489F0Q9KX,B00U35H410,1440979200000,41137196,N,5,0,2,Y
R2Z454UPBN3N9M,B00IT9CR2S,1440979200000,52127452,N,4,5,5,Y
R393YM58Q01JT2,B00ARKQG3I,1440979200000,52202899,N,5,0,0,Y
R18TE9X0CWT0UQ,B00GXFZLGO,1440979200000,110642,N,5,0,0,Y
R2CU6KVNGMNVUV,B00GPHK4N0,1440979200000,43131604,N,2,0,1,Y
R2JFJ5Z6HSR6YG,B00HK7GTGA,1440979200000,12512945,N,2,0,1,Y
R29C072LTI59PB,B00HJNA3ZI,1440979200000,10011084,N,3,1,2,Y
R1WLM99ZBVE69B,B00JL4HERS,1440979200000,929774,N,5,0,0,Y
R1SU667U9EECJ7,B00FBN953O,1440979200000,20825852,N,4,0,0,Y
R2FE4FWXLASOET,B00K6CPGE2,1440979200000,13596927,N,3,0,0,Y
RZFIQ1DNOFI4,B00FVZB0YY,1440979200000,7162380,N,5,0,0,Y
R2Y2R1ZGVUQWEA,B00ZQDKDIU,1440979200000,14683075,N,5,0,0,Y
R2IYCH2BC0R3E2,B005E6UAY6,1440979200000,49418920,N,5,0,0,Y
R1PJ3WGZ1IRI1J,B006HCJXBM,1440979200000,19325742,N,2,0,0,Y
R1KTXB8SA7IDVF,B00QR7T8WQ,1440979200000,924899,N,5,0,0,Y
R2ZI2NSAZ0KBIB,B00R0UK1JI,1440979200000,49598970,Y,4,0,0,N
R1Y9V51FM8B5CY,B00021C1NG,1440979200000,15077926,N,5,0,0,Y
R1GFM8VBYPQPW7,B00GXFZHD6,1440979200000,21810533,N,5,0,0,Y
RORHZK7ZGWFOQ,B00XTAFYKY,1440979200000,1042957,N,5,0,0,N
R37MWC9HX7HR2U,B008HJRLXK,1440979200000,5491624,N,4,0,0,N
R3UPB8MQ5UJ9CG,B004N7DQHA,1440979200000,35953499,N,5,0,1,Y
R3UPPNC38XIL2O,B00KD76OGO,1440979200000,10406910,N,5,0,0,Y
R2U4U10PLFOYPU,B00S560WPE,1440979200000,42235766,N,5,0,0,Y
R3JQVFWTVSWCZR,B00BOJRGGM,1440979200000,718904,N,4,1,2,Y
RE4XDLX5KPAMN,B00JZKI5GM,1440979200000,12034711,N,4,12,12,Y
R3A8OG3437E2AQ,B00H2B4H2M,1440979200000,43373514,N,4,0,0,Y
R5MYUXW6ALAEK,B00G4ELCHG,1440979200000,11909522,N,5,0,0,Y
R19180DC6GSH9S,B00J1W0XGY,1440979200000,7162380,N,5,0,0,Y
R35VU59MXE8GE2,B0030HMQTS,1440979200000,36462836,N,5,0,0,N
RU8NNOP3S738N,B0019QU5P4,1440979200000,22792537,N,5,0,0,Y
RKAHMZ7V3D0CD,B013J5BXFS,1440979200000,25240884,N,5,4,5,N
RP2HGS98RS8VZ,B007GFUIG8,1440979200000,37855130,N,5,0,2,Y
R14HJW6T7DCM3O,B006L16BHS,1440979200000,9943611,N,1,0,0,Y
RT1LMZM96X586,B005FKZCLC,1440979200000,44605318,N,5,0,0,Y
R1KTJQ0I22QD8P,B00ZKLLZAI,1440979200000,17665085,N,5,0,0,N
R1ZXQ0H5DUZAM,B003UKM9CO,1440979200000,36290808,N,5,0,0,Y
RP45KWDVUOH0B,B000UK16AI,1440979200000,11740675,N,3,0,1,Y
R21TK8XVCEDNZ1,B00GOBN0W4,1440979200000,29024892,N,5,0,0,Y
RN4OPHWZL6XON,B000JL7WQK,1440979200000,24185945,N,5,0,0,Y
R32Z0QYBUHST1N,B001U1Z1FM,1440979200000,39024759,N,5,0,0,Y
R4W13MPTZN7XY,B00F6IMIZG,1440979200000,47780151,N,5,0,0,Y
R38FPMJL6N8IKQ,B004YGLSD4,1440979200000,15757589,N,4,0,0,Y
R1CJM3R7ZYOHBG,B008FX7B9M,1440979200000,1555295,N,5,0,0,Y
R4SW8LE2CRFI4,B004UQ6Q62,1440979200000,10912083,N,5,0,0,Y
R2YFAY28JI18SY,B00P35FQ2Y,1440979200000,30194155,N,5,5,6,Y
RUGUQDF10ZVCT,B00LMIVLXY,1440979200000,29355410,N,5,0,0,Y
R26F9ZPUSXOZPK,B00ARF42H0,1440979200000,44504545,N,5,0,0,Y
R2YJY3SUGKVS1L,B00LZWV0WY,1440979200000,49863213,N,5,1,1,Y
R2O9HKQA74PGEG,B00AGTUX66,1440979200000,9384134,N,4,0,1,Y
R10OKBJULGT33B,B00UM9ZTS2,1440979200000,11532110,N,5,1,1,Y
R3F4PMUNBGEG0Q,B00K21J9XQ,1440979200000,34798634,N,3,0,7,Y
R2VE67LQA74FZA,B00005IBW1,1440979200000,52452042,N,5,0,0,Y
R35EKA7P3Z3T9N,B00A1ERF9E,1440979200000,29662997,N,5,0,0,Y
RAFPBGZ8MEJUA,B00XZ2EO84,1440979200000,29377443,N,5,0,1,Y
RBD3XRRRMBI0M,B001ET76EY,1440979200000,44022275,N,5,0,0,Y
R2YHGLDVC2YI9R,B00E3GNOZU,1440979200000,44565860,N,5,0,0,Y
R3DT6FJ7N1J4BQ,B005IEK3SC,1440979200000,19734479,N,4,0,0,Y
RX9YDBHPTRN7Z,B003FBTYFS,1440979200000,28959581,N,5,0,0,Y
R38UPPHMFTQXAI,B0006NXQF2,1440979200000,19865409,N,4,0,0,Y
R33UMVSJC8HSSO,B00K6OPZ6O,1440979200000,19542112,N,5,0,0,Y
R2GT7TODJ2O5PB,B00MC7ZNXI,1440979200000,39190279,N,5,0,0,Y
R8NE2A1BJJJVC,B000GHGGKK,1440979200000,33037692,N,4,0,0,Y
R684OI3QZQ7BZ,B000MGSJBY,1440979200000,30887722,N,5,0,0,Y
R131BGDQ9ZAU9K,B003EMJHG4,1440979200000,24713969,N,2,0,0,Y
R2R9WMQ9SHWDG4,B000OL8P2U,1440979200000,34431553,N,4,1,1,Y
R9CYL577N1T9S,B000HJT1CW,1440979200000,19938379,N,4,0,0,Y
R1N0BS3WKSECB0,B0047PPO0U,1440979200000,52755883,N,1,1,1,Y
R317PMIYMSTEO,B00L1KFQKC,1440979200000,51466980,N,5,1,1,Y
R158R4QHN2III1,B00CKH116I,1440979200000,22596791,N,3,4,4,Y
R20AI36EG07L0Z,B001NG0TXI,1440979200000,50387570,N,5,0,0,Y
R3EO4S54QMBNEQ,B00YZHXL0K,1440979200000,188385,N,4,0,0,Y
RM3H12RJW3U4K,B00G4523GE,1440979200000,7475466,N,5,0,0,Y
R3LRE8UCM2B7SO,B00J2APR98,1440979200000,738922,N,5,0,0,Y
R3GXD9GMA810DA,B012BV698C,1440979200000,12646082,N,5,0,0,Y
R3HM5MH6IZ4NE7,B002QF4UYY,1440979200000,21145894,N,5,0,0,Y
R13PFEJT9NHS2H,B00ZKLLZAI,1440979200000,41529997,N,4,0,0,N
R53FLTIQ88G4M,B00H5UP96I,1440979200000,16284072,N,5,1,1,Y
R27MC44FK0MN25,B001CE8JDI,1440979200000,1893830,N,5,0,0,Y
R1O8VR8E4Z7P13,B003UKR67M,1440979200000,6295011,N,5,0,0,Y
R190HIIMYNUIUP,B001H64OTE,1440979200000,32609378,N,4,1,1,Y
